qid	mention	entity	set_id
yahoo-516_19	hawaiian electric	<dbpedia:Hawaiian_Electric_Industries>	0
yahoo-516_2	hawaii kai	<dbpedia:Hawaii_Kai,_Hawaii>	0
yahoo-516_2	longs	<dbpedia:Longs_Drugs>	0
yahoo-516_20	exxon	<dbpedia:Exxon>	0
yahoo-516_3	waimanalo	<dbpedia:Waimānalo,_Hawaii>	0
yahoo-516_6	fandango	<dbpedia:Fandango_(ticket_service)>	0
yahoo-516_7	kahala	<dbpedia:Kāhala,_Hawaii>	0
yahoo-516_8	fandango.com	<dbpedia:Fandango_(ticket_service)>	0
yahoo-516_9	kaneohe	<dbpedia:Kaneohe,_Hawaii>	0
yahoo-517_1	yahoo movies	<dbpedia:Yahoo!_Movies>	0
yahoo-517_3	epicurious	<dbpedia:Epicurious>	0
yahoo-517_4	epic	<dbpedia:Epic_(film)>	0
yahoo-517_5	dr. ben carson	<dbpedia:Ben_Carson>	0
yahoo-518_2	roku	<dbpedia:Roku>	0
yahoo-518_3	angel porrino	<dbpedia:Angel_Porrino>	0
yahoo-518_7	the glades	<dbpedia:The_Glades_(TV_series)>	0
yahoo-518_8	kristen renton	<dbpedia:Kristen_Renton>	0
yahoo-519_1	tron	<dbpedia:Tron:_Legacy>	0
yahoo-519_2	olivia wilde	<dbpedia:Olivia_Wilde>	0
yahoo-519_3	heat	<dbpedia:Miami_Heat>	0
yahoo-519_3	pacers	<dbpedia:Indiana_Pacers>	0
yahoo-519_6	pat riley	<dbpedia:Pat_Riley>	0
yahoo-521_1	half price books	<dbpedia:Half_Price_Books>	0
yahoo-521_2	imdb	<dbpedia:Internet_Movie_Database>	0
yahoo-521_3	little treasures	<dbpedia:Little_Treasure>	0
yahoo-521_3	louisville ky	<dbpedia:Louisville,_Kentucky>	0
yahoo-523_1	rocky balboa	<dbpedia:Rocky_Balboa>	0
yahoo-523_10	m.i.a	<dbpedia:M.I.A._(artist)>	0
yahoo-523_11	christine o donnell	<dbpedia:Christine_O'Donnell>	0
yahoo-523_12	snl	<dbpedia:Saturday_Night_Live>	0
yahoo-523_13	new york	<dbpedia:New_York>	0
yahoo-523_17	black eye peas	<dbpedia:The_Black_Eyed_Peas>	0
yahoo-523_17	taboo	<dbpedia:Taboo_(rapper)>	0
yahoo-523_18	vanessa bayer	<dbpedia:Vanessa_Bayer>	0
yahoo-523_19	scarlett johansson	<dbpedia:Scarlett_Johansson>	0
yahoo-523_2	timothy mcveigh	<dbpedia:Timothy_McVeigh>	0
yahoo-523_23	concord nc	<dbpedia:Concord,_North_Carolina>	0
yahoo-523_24	capitalone.com	<dbpedia:Capital_One>	0
yahoo-523_25	subway	<dbpedia:Subway_(restaurant)>	0
yahoo-523_26	bbc	<dbpedia:BBC_One>	0
yahoo-523_26	sherlock	<dbpedia:Sherlock_(TV_series)>	0
yahoo-523_3	terry nichols	<dbpedia:Terry_Nichols>	0
yahoo-523_4	dan rather	<dbpedia:Dan_Rather>	0
yahoo-523_5	connie chung	<dbpedia:Connie_Chung>	0
yahoo-523_6	ellen degeneres	<dbpedia:Ellen_DeGeneres>	0
yahoo-523_7	louise lasser	<dbpedia:Louise_Lasser>	0
yahoo-523_8	kristen wiig	<dbpedia:Kristen_Wiig>	0
yahoo-523_9	lmfao	<dbpedia:LMFAO>	0
yahoo-524_1	yukon, ok	<dbpedia:Yukon,_Oklahoma>	0
yahoo-524_2	oklahoma city, ok	<dbpedia:Oklahoma_City>	0
yahoo-524_4	amanda bynes	<dbpedia:Amanda_Bynes>	0
yahoo-524_6	silver linings playbook	<dbpedia:Silver_Linings_Playbook>	0
yahoo-525_2	now you see me	<dbpedia:Now_You_See_Me_(film)>	0
yahoo-525_3	world war z	<dbpedia:World_War_Z_(film)>	0
yahoo-525_4	now you see me	<dbpedia:Now_You_See_Me_(film)>	0
yahoo-525_5	world war z	<dbpedia:World_War_Z_(film)>	0
yahoo-526_1	portland	<dbpedia:Portland,_Oregon>	0
yahoo-52_1	sheen	<dbpedia:Charlie_Sheen>	0
yahoo-53_1	facebook	<dbpedia:Facebook>	0
yahoo-55_1	amazon	<dbpedia:Amazon.com>	0
yahoo-55_1	black friday	<dbpedia:Black_Friday_(shopping)>	0
yahoo-59_1	craigslist	<dbpedia:Craigslist>	0
yahoo-59_1	ms	<dbpedia:Mississippi>	0
yahoo-5_1	skype	<dbpedia:Skype>	0
yahoo-5_2	mac	<dbpedia:Mac_OS>	0
yahoo-5_2	skype	<dbpedia:Skype>	0
yahoo-64_1	lolo jones	<dbpedia:Lolo_Jones>	0
yahoo-66_1	sunbeam	<dbpedia:Sunbeam_Products>	0
yahoo-67_1	cyndi lauper	<dbpedia:Cyndi_Lauper>	0
yahoo-67_2	cyndi lauper	<dbpedia:Cyndi_Lauper>	0
yahoo-67_3	macy	<dbpedia:Macy's>	0
yahoo-6_1	courier journal	<dbpedia:The_Courier-Journal>	0
yahoo-6_1	louisville	<dbpedia:Louisville,_Kentucky>	0
yahoo-6_10	atlantic coast conference	<dbpedia:Atlantic_Coast_Conference>	0
yahoo-6_11	big east	<dbpedia:Big_East_Conference_(1979–2013)>	0
yahoo-6_2	ncaa football	<dbpedia:College_football>	0
yahoo-6_3	syracuse.com	<dbpedia:The_Post-Standard>	0
yahoo-6_4	democrat and chronicle	<dbpedia:Democrat_and_Chronicle>	0
yahoo-6_4	rochester	<dbpedia:Rochester,_New_York>	0
yahoo-6_5	onondaga community college	<dbpedia:Onondaga_Community_College>	0
yahoo-6_6	american hockey league	<dbpedia:American_Hockey_League>	0
yahoo-6_7	albany times union	<dbpedia:Times_Union_(Albany)>	0
yahoo-6_8	minneapolis	<dbpedia:Minneapolis>	0
yahoo-6_8	star tribune	<dbpedia:Star_Tribune>	0
yahoo-6_9	southeast conference	<dbpedia:Southeastern_Conference>	0
yahoo-70_1	philadelphia eagles	<dbpedia:Philadelphia_Eagles>	0
yahoo-70_2	cowboys	<dbpedia:Dallas_Cowboys>	0
yahoo-70_2	obama	<dbpedia:Barack_Obama>	0
yahoo-72_1	msn	<dbpedia:MSN>	0
yahoo-73_1	www.capitalonebank.com	<dbpedia:Capital_One>	0
yahoo-73_2	dolly parton	<dbpedia:Dolly_Parton>	0
yahoo-73_4	capital one	<dbpedia:Capital_One>	0
yahoo-74_1	dick morris	<dbpedia:Dick_Morris>	0
yahoo-74_3	swv	<dbpedia:SWV>	0
yahoo-74_4	home depot	<dbpedia:The_Home_Depot>	0
yahoo-74_5	halloween	<dbpedia:Halloween>	0
yahoo-78_1	genting	<dbpedia:Genting_Highlands>	0
yahoo-78_10	adobe pdf	<dbpedia:Adobe_Acrobat>	0
yahoo-78_11	adobe pdf	<dbpedia:Adobe_Acrobat>	0
yahoo-78_12	adobe pdf	<dbpedia:Adobe_Acrobat>	0
yahoo-78_12	word	<dbpedia:Microsoft_Word>	0
yahoo-78_13	google	<dbpedia:Google>	0
yahoo-78_14	google maps	<dbpedia:Google_Maps>	0
yahoo-78_15	google search	<dbpedia:Google_Search>	0
yahoo-78_16	google map	<dbpedia:Google_Maps>	0
yahoo-78_17	kelana jaya	<dbpedia:Kelana_Jaya>	0
yahoo-78_19	gsc	<dbpedia:Golden_Screen_Cinemas>	0
yahoo-78_20	kuala lumpur	<dbpedia:Kuala_Lumpur>	0
yahoo-78_21	malaysia	<dbpedia:Malaysia>	0
yahoo-78_22	gsc	<dbpedia:Golden_Screen_Cinemas>	0
yahoo-78_5	adobe pdf	<dbpedia:Adobe_Acrobat>	0
yahoo-78_6	adobe pdf	<dbpedia:Adobe_Acrobat>	0
yahoo-78_7	adobe pdf	<dbpedia:Adobe_Acrobat>	0
yahoo-78_8	adobe pdf	<dbpedia:Adobe_Acrobat>	0
yahoo-78_9	adobe pdf	<dbpedia:Adobe_Acrobat>	0
yahoo-79_1	jay cutler	<dbpedia:Jay_Cutler_(American_football)>	0
yahoo-79_2	led zeppelin	<dbpedia:Led_Zeppelin>	0
yahoo-81_1	mlive	<dbpedia:Booth_Newspapers>	0
yahoo-84_2	deals and steals	<dbpedia:Steals_and_Deals>	0
yahoo-84_3	tim tebow	<dbpedia:Tim_Tebow>	0
yahoo-84_4	yahoo! travel	<dbpedia:Yahoo!_Travel>	0
yahoo-84_5	tim burton	<dbpedia:Tim_Burton>	0
yahoo-84_6	tim burton	<dbpedia:Tim_Burton>	0
yahoo-84_7	corpse bride	<dbpedia:Corpse_Bride>	0
yahoo-84_7	tim burton	<dbpedia:Tim_Burton>	0
yahoo-84_8	tim burton	<dbpedia:Tim_Burton>	0
yahoo-85_1	japan	<dbpedia:Japan>	0
yahoo-89_1	google interpreter	<dbpedia:Google_Translate>	0
yahoo-89_2	google translation	<dbpedia:Google_Translate>	0
yahoo-8_1	yahoo mail	<dbpedia:Yahoo!_Mail>	0
yahoo-90_2	cvs	<dbpedia:CVS_Pharmacy>	0
yahoo-91_2	lakers	<dbpedia:Los_Angeles_Lakers>	0
yahoo-92_1	youtube	<dbpedia:YouTube>	0
yahoo-93_10	citicards	<dbpedia:Citigroup>	0
yahoo-93_11	citicards	<dbpedia:Citigroup>	0
yahoo-93_12	citicards	<dbpedia:Citigroup>	0
yahoo-93_13	citicards	<dbpedia:Citigroup>	0
yahoo-93_14	citicards	<dbpedia:Citigroup>	0
yahoo-93_15	citicards	<dbpedia:Citigroup>	0
yahoo-93_16	citicards	<dbpedia:Citigroup>	0
yahoo-93_2	bangladesh	<dbpedia:Bangladesh>	0
yahoo-93_21	youtube	<dbpedia:YouTube>	0
yahoo-93_22	youtube	<dbpedia:YouTube>	0
yahoo-93_4	circuit city	<dbpedia:Circuit_City>	0
yahoo-93_5	citibank	<dbpedia:Citibank>	0
yahoo-93_6	citi	<dbpedia:Citigroup>	0
yahoo-93_7	citicards	<dbpedia:Citigroup>	0
yahoo-93_8	citizens bank	<dbpedia:Citizens_Republic_Bancorp>	0
yahoo-93_9	citicards	<dbpedia:Citigroup>	0
yahoo-95_1	virginia tattoos	<dbpedia:Virginia_International_Tattoo>	0
yahoo-96_1	word	<dbpedia:Microsoft_Word>	0
yahoo-96_2	nokia lumia 920	<dbpedia:Nokia_Lumia_920>	0
yahoo-97_1	usps.com	<dbpedia:United_States_Postal_Service>	0
yahoo-99_1	honda pilot	<dbpedia:Honda_Pilot>	0
yahoo-99_2	honda pilot	<dbpedia:Honda_Pilot>	0
yahoo-99_3	honda pilot	<dbpedia:Honda_Pilot>	0
yahoo-9_1	google,com	<dbpedia:Google>	0
